機構名稱,地址,x,y
國健中醫診所,臺北市中正區館前路6號7樓之7,121.51489669828,25.04612062239
南陽中醫診所,臺北市中正區南陽街3號7樓之2,121.516172704142,25.045420598104
濟群欣中醫診所,臺北市中正區博愛路70號2樓,121.511341165392,25.044859724836
溪垣中醫診所,臺北市中正區信義路二段153號(實際營業住址:1樓、2樓),121.528594419494,25.034143119637
大道中醫診所,臺北市中正區忠孝西路一段41號8樓之6,121.518383918558,25.046171836206
睿鳴堂中醫診所,臺北市中正區北平東路20之3號,121.524913099016,25.045973006855
建成中醫診所,臺北市中正區和平西路一段172號、174號、176號、170號2樓之1、170號3樓之1、170號3樓之2,121.514796214129,25.027460586942
醫療財團法人徐元智先生醫藥基金會遠東聯合診所,臺北市中正區永綏街8至14號,121.511035419597,25.043002911782
醫療財團法人好心肝基金會好心肝診所,臺北市中正區公園路30號2樓之2、8樓之1、8樓之2,121.516856592927,25.044482404643
醫療財團法人台灣血液基金會台北捐血中心,臺北市中正區南海路１號３樓＆北投區立德路１２３號,121.517282336259,25.032780498863
清川牙醫診所,臺北市中正區汀州路1段118號,121.507830232343,25.029750399356
橙品牙醫診所,臺北市中正區仁愛路2段110號2樓,121.532437539541,25.037983707518
富麗牙醫診所,臺北市中正區和平西路1段69號,121.518988367137,25.026704187242
德華牙醫診所,臺北市中正區重慶南路1段 110號,121.513027490217,25.041999507101
謝明吉口腔顎面外科牙醫診所,臺北市中正區忠孝西路一段6號2、3樓,121.518028378529,25.045825747773
雙子星牙醫診所,臺北市中正區館前路26號2樓,121.514906713678,25.044878620159
?琮牙醫診所,臺北市中正區襄陽路41號、43號,121.513492604329,25.043538870062
品瑞牙醫診所,臺北市中正區南昌路二段13號,121.519542534079,25.028309182594
信義東暘牙醫診所,臺北市中正區金山南路一段155號2樓,121.527549245266,25.034667691298
新芽牙醫診所,臺北市中正區仁愛路二段92巷7號2樓,121.531279541355,25.037556679892
雅偲牙醫診所,臺北市中正區館前路2號6樓,121.514896126882,25.046418054828
愛迪牙醫診所,臺北市中正區羅斯福路二段18號2樓,121.521034184966,25.028613598246
東門牙醫診所,臺北市中正區臨沂街79之10號,121.527906449818,25.034552127179
蘇黎世牙醫診所,臺北市中正區羅斯福路二段116號5樓之1,121.522682700711,25.026391500522
典雅牙醫診所,臺北市中正區信義路二段123號、123號2樓,121.527823271074,25.034202565956
氧樂多牙醫診所,臺北市中正區紹興北街3號4樓,121.525302035082,25.044769642248
齊杏齒顎矯正專科牙醫診所,臺北市中正區忠孝東路二段58號(實際營業地址:1樓),121.528464674119,25.043312290053
華泰牙醫診所,臺北市中正區許昌街30號3樓,121.515879037352,25.045452349754
公園景福牙醫診所,臺北市中正區公園路32號9樓,121.5167540007,25.044101234363
齊美牙醫診所,臺北市中正區羅斯福路二段136號7樓,121.522948138535,25.026022743766
美國傳奇牙醫診所,臺北市中正區羅斯福路四段24巷6之1號,121.533001896524,25.01521385981
怡樺牙醫診所,臺北市中正區羅斯福路三段244巷2弄22號,121.531661523079,25.016361003469
維昕牙醫診所,臺北市中正區牯嶺街93號(實際營業:1、2樓),121.519051614564,25.026181184604
合睿牙醫診所,臺北市中正區羅斯福路四段68號7樓之11,121.534274048273,25.014503584931
林志聲牙醫診所,臺北市中正區臨沂街13巷16號,121.531547873756,25.042056093415
美日牙醫診所,臺北市中正區羅斯福路四段68號9樓之1,121.534274048273,25.014503584931
永恆牙醫診所,臺北市中正區辛亥路一段17巷6號3樓,121.527867510079,25.019321062516
博齡牙醫診所,臺北市中正區羅斯福路四段50號3樓之4,121.533752657341,25.015006643959
仁崇牙醫診所,臺北市中正區新生南路一段122之3號2樓,121.532536428792,25.038794048018
師院牙醫診所,臺北市中正區師大路159號、159號地下,121.527605942853,25.020614103222
怡賀牙醫診所,臺北市中正區新生南路一段56號6樓,121.532503818781,25.041195291672
華慶牙醫診所,臺北市中正區中華路二段339號,121.506822419459,25.027239869103
慶輝牙醫診所,臺北市中正區寧波西街96號,121.514856091112,25.029630584295
嘉貝牙醫診所,臺北市中正區信義路二段257號,121.531525147802,25.033823635025
東北大牙醫診所,臺北市中正區羅斯福路三段276號(實際營業地址：1、2樓),121.532034413492,25.016679698153
家禾牙醫診所,臺北市中正區延平南路195巷5號,121.507760876058,25.033271998497
雅德思牙醫診所,臺北市中正區重慶南路一段66號(實際營業地址:地下層、一層及夾層),121.513098140194,25.043662238564
良鑫牙醫診所,臺北市中正區和平西路一段19號3樓之1,121.521094434144,25.026988300594
幸吉堂中醫診所,臺北市中正區汀州一段１６９號,121.510709199592,25.027292597334
李家雄中醫診所,臺北市中正區金山南路一段１２１號３Ｆ,121.527850473342,25.036059990325
漢神中醫診所,臺北市中正區汀州路一段２０２號,121.509358146372,25.027960736678
同安中醫診所,臺北市中正區同安街４１號,121.522429189379,25.024805430732
仁愛中醫診所,臺北市中正區延平南路１８７號,121.507543131604,25.034101089687
德義堂中醫診所,臺北市中正區林森南路127號,121.518912323499,25.033476787728
吳龍源中醫診所,臺北市中正區羅斯福路一段１３１號三樓,121.520423384457,25.030146327123
寧波中醫診所,臺北市中正區寧波西街80之1號,121.51609372739,25.02991080388
珍仁堂中醫診所,臺北市中正區新生南路一段１１０一２號１樓,121.532625595726,25.044008988634
儒德中醫診所,臺北市中正區南昌路一段50號,121.516836740175,25.031591449577
和平中醫診所,臺北市中正區和平西路二段123號,121.506260989678,25.032831189732
李明潤中醫診所,臺北市中正區羅斯福路一段二十八號二樓之一,121.518977687474,25.031416255897
順天中醫診所,臺北市中正區忠孝西路一段122號4樓,121.510988129095,25.047371706821
勝昌現代中醫診所,臺北市中正區和平西路二段５６之１號,121.512197885634,25.028800325355
恆美中醫診所,臺北市中正區襄陽路九號八樓,121.515704798186,25.043503094372
國興中醫診所,臺北市中正區汀州路二段一二九號,121.519559487522,25.02502842541
洪麗妃中醫診所,臺北市中正區新生南路一段110之4號2樓,121.532517400081,25.039443063862
張順晶中醫診所,臺北市中正區羅斯福路二段44號5樓,121.521521088433,25.027961767667
嘉柏中醫診所,臺北市中正區公園路32號2樓,121.5167540007,25.044101234363
劉桂蘭中醫診所,臺北市中正區忠孝東路一段35號2樓,121.525535556712,25.044487763124
顧安千金中醫診所,臺北市中正區紹興北街8號2樓之1,121.525268940137,25.045219800167
劉紀昌中醫診所,臺北市中正區羅斯福路1段24號4樓,121.518822182314,25.03163276915
寶生堂中醫診所,臺北市中正區南昌路二段206號3樓之1,121.524309646723,25.024036603036
長德中醫診所,臺北市中正區金華街55號,121.520726909614,25.031691516451
峻毅中醫診所,臺北市中正區和平西路一段30號,121.520546144635,25.026573195274
永康中醫診所,臺北市中正區連雲街75號,121.530134207596,25.034455577144
逢生牙醫診所,臺北市中正區南昌路一段三十七號二樓,121.517048791729,25.031611711397
三民牙醫診所,臺北市中正區汀州路二段３０號,121.517186847924,25.0253499025
名華牙醫診所,臺北市中正區汀州路一段２３６號,121.510175763646,25.02736089417
同泰牙醫診所,臺北市中正區汀州路二段１４７號２樓,121.520847021606,25.024657035347
康平牙醫診所,臺北市中正區信義路二段67號,121.526287977195,25.034718495474
尚義牙醫診所,臺北市中正區懷寧街６２號２Ｆ２０２室,121.514037510432,25.044189843408
新欣牙醫診所,臺北市中正區濟南路二段65號2樓,121.532152559603,25.04029678444
幸安牙醫診所,臺北市中正區杭州南路一段１４３巷３２－２號１樓,121.526636578725,25.035637385761
鐘牙醫診所,臺北市中正區重慶南路三段４０號,121.515506140068,25.028359150228
聯合牙醫診所,臺北市中正區南昌街一段７４巷１３號,121.516781576991,25.030863091186
名家牙醫診所,臺北市中正區忠孝東路二段１３４巷２２號,121.531656105959,25.040760952923
志明牙醫診所,臺北市中正區寧波西街８０號,121.516170684395,25.029928240765
強弘牙科診所,臺北市中正區汀州路二段８６號,121.518964995583,25.025001458609
快安牙醫診所,臺北市中正區羅斯福路二段７０號５樓之８,121.522044631347,25.027251810265
杏安牙醫診所,臺北市中正區金門街９之６號,121.524151598852,25.022443879499
展光牙醫診所,臺北市中正區羅斯福路３段５０號２樓之一,121.525534766407,25.022709947979
金山牙醫診所,臺北市中正區愛國東路６２號,121.519024623987,25.033497602586
名一牙醫診所,臺北市中正區漢口街一段８０巷６弄５號,121.51204024345,25.044659538598
蕭煥嘉牙醫診所,臺北市中正區新生南路一段１２８號,121.532499884743,25.036990701699
喜樂牙醫診所,臺北市中正區新生南路一段５０－１號２Ｆ,121.532582806559,25.041593598317
連生牙醫診所,臺北市中正區信義路二段１６１巷4號,121.528814982978,25.034332972163
鼎佳牙醫診所,臺北市中正區濟南路二段５８號２樓之1,121.531683169324,25.040186209613
明皓牙醫診所,臺北市中正區南昌路一段１２８號,121.518306582104,25.029600201651
米奇牙醫診所,臺北市中正區羅斯福路三段244巷10弄8號1樓,121.531168268099,25.016213748338
博瀚牙醫診所,臺北市中正區銅山街２４號２樓,121.528560375369,25.039481189047
仁安牙醫診所,臺北市中正區濟南路二段３之５號,121.526653910941,25.041538878017
英哲牙醫診所,臺北市中正區杭州南路二段５４號,121.522058837516,25.030440776091
紐約牙醫診所,臺北市中正區羅斯福路一段２８號２樓,121.518977687474,25.031416255897
大宇牙醫診所,臺北市中正區羅斯福路一段４６號２Ｆ,121.519260510972,25.031027077582
大全牙醫診所,臺北市中正區忠孝西路一段５０號１８樓３７室,121.515823021351,25.046304326549
玉立牙醫診所,臺北市中正區杭州南路一段143巷31號2樓,121.526809327247,25.03572944684
黃牙醫診所,臺北市中正區博愛路６８號２Ｆ,121.511326103506,25.045001111516
大埔牙醫診所,臺北市中正區中華路二段９９號,121.505612989943,25.033601598008
九大牙醫診所,臺北市中正區忠孝東路二段９６號１Ｆ,121.530213180596,25.042833332086
天惠牙醫診所,臺北市中正區羅斯福路一段１０２號２Ｆ,121.52006673873,25.029927732073
長弓牙醫診所,臺北市中正區仁愛路二段２６號2樓,121.526838095171,25.038049582359
博世牙醫診所,臺北市中正區濟南路一段7之6號、7之7號,121.521973344626,25.042718447503
玉霖牙醫診所,臺北市中正區新生南路一段６０號２樓,121.532560707591,25.040740027358
博安牙醫診所,臺北市中正區仁愛路二段７１號２Ｈ室,121.530976468139,25.038399704402
瑞石牙醫診所,臺北市中正區信義路一段13之4號,121.522618266193,25.036784868564
偉華牙醫診所,臺北市中正區汀州路二段203號,121.522408578873,25.023719177703
誠忠牙醫診所,臺北市中正區金門街１２－８號,121.523500177527,25.021952625996
美東牙醫診所,臺北市中正區仁愛路二段４３號２樓,121.528876207508,25.038475455852
華恩牙醫診所,臺北市中正區和平西路一段一五四號,121.515165406102,25.027358346457
安安牙醫診所,臺北市中正區杭州南路一段15之1號12樓,121.526864206895,25.042758205908
慈聖牙醫診所,臺北市中正區羅斯福路一段五十五號一樓,121.519129003268,25.031911569011
大佳牙醫診所,臺北市中正區新生南路一段１１０號,121.532451736362,25.039495481492
優登牙醫診所,臺北市中正區和平西路一段八十八號,121.518484426326,25.026449186387
皓齒牙醫診所,臺北市中正區羅斯福路一段一三一號四樓,121.520423384457,25.030146327123
君品牙醫診所,臺北市中正區延平南路232號,121.507344172094,25.033913316216
和逸牙醫診所,臺北市中正區同安街58號1樓,121.521219560175,25.023600207901
劉永生牙醫診所,臺北市中正區濟南路二段19號2樓,121.5279206,25.04131795
西北聯合牙醫診所,臺北市中正區汀州路三段１９０號二樓之１,121.534964375725,25.012599728484
金恩牙醫診所,臺北市中正區羅斯福路二段16號3樓,121.520977398309,25.028686654116
拉圖牙醫診所,臺北市中正區忠孝東路一段146號1、2樓,121.525644196758,25.044047187494
璞鼎牙醫診所,臺北市中正區林森北路9巷12號2樓,121.52446718267,25.045581038588
誠伸牙醫診所,臺北市中正區信義路二段213號二樓,121.530537481214,25.033845482175
長齡牙醫診所,臺北市中正區師大路163號,121.527386129528,25.020637615916
琠雅牙醫診所,臺北市中正區汀州路二段215號,121.522632772649,25.023539903924
廖春美牙醫診所,臺北市中正區寧波西街78號2樓,121.5163587178,25.029970832282
南門牙醫診所,臺北市中正區羅斯福路2段1號2樓之1,121.520815828007,25.029610262942
展望牙醫診所,臺北市中正區濟南路1段7號2樓,121.521921109523,25.042702226968
典樺牙醫診所,臺北市中正區金山南路1段108號2樓、2樓之1 ,121.527329522702,25.035471619303
碩田牙醫診所,臺北市中正區忠孝東路一段54號5樓之1、54號5樓之2,121.523040081789,25.044671705335
威尼斯美學診所,臺北市中正區博愛路83號2樓,121.511611797599,25.043439576344
悠媞時尚診所,臺北市中正區許昌街30號4樓,121.515879037352,25.045452349754
佳妍診所,臺北市中正區羅斯福路2段136號2樓,121.522948138535,25.026022743766
博士眼科診所,臺北市中正區羅斯福路二段70號4樓之6、70號4樓之7、70號4樓之8,121.522044631347,25.027251810265
幸福45號診所,臺北市中正區忠孝西路一段45號2、3樓,121.517934434424,25.046282345883
恩加診所,"臺北市中正區忠孝西路1段50號18樓之36,38",121.515823021351,25.046304326549
蔡瑞芳眼科診所,臺北市中正區羅斯福路一段73號(實際營業地址一層)、75號2樓,121.519552552513,25.031424846428
小千醫師診所,臺北市中正區忠孝東路二段134巷16號,121.5316285207,25.041076763647
蘭心診所,臺北市中正區南昌路二段11號、15號,121.519517669819,25.028336742034
祈約美醫皮膚科診所,臺北市中正區忠孝東路一段13號7樓,121.52405632711,25.044840614687
立達診所,臺北市中正區忠孝東路一段54之1號、54之2號、54號2樓、54號3樓,121.523129928794,25.044594903057
凱美力醫美整形外科診所,臺北市中正區羅斯福路四段50號2樓,121.533752657341,25.015006643959
珍顏唯上診所,臺北市中正區館前路2號6樓,121.514896126882,25.046418054828
惠森復健科診所,臺北市中正區師大路172號、172號之1號,121.525445163886,25.021127158433
幸福天成診所,臺北市中正區忠孝西路一段45號2、3樓,121.5179344,25.04628235
皇妍時尚整形外科診所,臺北市中正區忠孝西路一段6號8樓,121.51802838844,25.045825747738
東妍診所,臺北市中正區信義路二段161巷8號2樓、8號2樓之1、12號(實際營業地址1、2樓),121.52883911705,25.034421921331
宜康診所,臺北市中正區新生南路一段148號,121.5324660397,25.035275062155
藝群台北診所,臺北市中正區忠孝西路一段102號4樓,121.512484800631,25.047211818707
翔美時尚整形外科診所,臺北市中正區忠孝西路一段6號13樓,121.51802838844,25.045825747738
濰視眼科診所,臺北市中正區館前路43號2樓,121.515127465392,25.045334414556
大安皮膚專科診所,臺北市中正區信義路二段281號、281號2樓,121.532262177067,25.033808529387
君綺美麗診所,臺北市中正區忠孝西路一段6號13樓,121.51802838844,25.045825747738
美嘉美整形外科診所,臺北市中正區信義路二段251號5樓,121.531346694873,25.033826846169
日明耀診所,臺北市中正區重慶南路一段66之1號2樓之1,121.513097919031,25.043609090927
維格醫美診所,臺北市中正區中華路一段39號16樓,121.50951788358,25.045001464703
星和診所,臺北市中正區館前路2號6樓之1,121.514896126882,25.046418054828
漢蒂妮醫美診所,臺北市中正區館前路34號9樓,121.514908479872,25.044665569104
立光診所,臺北市中正區博愛路76號2樓,121.51136020869,25.044672344355
和眾綜合診所,臺北市中正區忠孝西路一段6號,121.51802838844,25.045825747738
家禾診所,臺北市中正區三元街217號、217號2樓,121.51337300749,25.027657636478
虹約復健專科診所,臺北市中正區信義路二段91號2樓之2,121.526960813697,25.034388806653
百麗診所,臺北市中正區林森南路10號6樓之2,121.522618391859,25.04274482606
波菲特醫美診所,臺北市中正區羅斯福路二段116號4樓之1,121.522682700711,25.026391500522
首選整形診所,臺北市中正區忠孝西路一段45號2、3樓,121.517934434424,25.046282345883
江恩婦產科診所,臺北市中正區許昌街8號,121.516958452283,25.045440246651
元鼎診所,臺北市中正區忠孝東路二段14號2樓,121.527276968192,25.043638460361
小禾馨懷寧小兒專科診所,臺北市中正區重慶南路一段99號2樓,121.513332563774,25.043100359713
靚白天使時尚美學診所,臺北市中正區重慶南路一段13號9樓,121.513371890906,25.046102661069
身新醫學診所,臺北市中正區連雲街87號5樓,121.530148201299,25.034075525834
李明儒耳鼻喉科診所,臺北市中正區中華路二段341號,121.506842554432,25.027218223238
禾馨懷寧眼科診所,臺北市中正區重慶南路一段99號2樓,121.513332563774,25.043100359713
站前淨妍醫美診所,臺北市中正區館前路20號4樓,121.514903034289,25.045269522228
古亭光澤診所,臺北市中正區羅斯福路2段116號、116號2樓、116號2樓之1,121.522682700711,25.026391500522
光澤晶漾診所,臺北市中正區館前路18號6樓,121.514893729691,25.045402682723
站前愛爾麗整形外科診所,臺北市中正區忠孝西路一段6號8樓,121.51802838844,25.045825747738
好甘心診所,臺北市中正區公園路30號9樓之1、9樓之2,121.516856592927,25.044482404643
目急國際診所,臺北市中正區武昌街一段77號6樓之17,121.509665141595,25.044232325413
元泰診所,臺北市中正區羅斯福路三段2號2樓,121.524817320181,25.023533245994
懷寧復健科診所,臺北市中正區懷寧街110號,121.5139321,25.04175139
美好健康診所,臺北市中正區連雲街83號(實際營業地址:1樓、2樓、3樓),121.530144351718,25.034203539847
大心古亭診所,臺北市中正區南昌路二段206號5樓之1,121.524309646723,25.024036603036
博士診所,臺北市中正區南陽街8號地下(地下一層),121.516056619594,25.04520852526
衡觀診所,臺北市中正區衡陽路20號6樓,121.512984271092,25.04221112146
敏旗診所,臺北市中正區金山南路1段155號5樓,121.527549245266,25.034667691298
思源牙醫診所,臺北市中正區南昌路二段200號4樓,121.524153628063,25.024183850975
中明牙科診所,臺北市中正區汀州路一段２３５號,121.512480965011,25.026660525831
佳音牙醫診所,臺北市中正區南昌路一段１１號１Ｆ,121.516694925201,25.032091810881
聯嘉牙醫診所,臺北市中正區南昌路二段２０６號２樓之１,121.524309646723,25.024036603036
慶聲牙醫診所,臺北市中正區寧波東街２４巷１２號,121.520797417372,25.032629063552
俊廣牙醫診所,臺北市中正區南陽街３號３Ｆ,121.516172714052,25.04542059807
華山周牙醫診所,臺北市中正區忠孝東路二段６號2樓,121.531648803697,25.041841595254
新光牙醫診所,臺北市中正區寧波西街６５號,121.517152679816,25.03057170923
清河牙醫診所,臺北市中正區信義路二段６３號二樓,121.5261775,25.03477001
林小兒科內科診所,臺北市中正區沅陵街２６之２號,121.512299332835,25.042760190212
敦智內科診所,臺北市中正區懷寧街１９號,121.514248513075,25.045436172768
吉星診所,臺北市中正區青島東路４－５號１樓,121.521665121237,25.043842488797
劉瑞聰診所,臺北市中正區汀州路一段１９４號,121.509180266699,25.028120259064
孫睿亮診所,臺北市中正區金山南路一段１２１號,121.5278505,25.03605999
鄭文宗耳鼻喉科診所,臺北市中正區信義路二段２６７號,121.531832799881,25.033811583302
古亭中心耳鼻喉科診所,臺北市中正區中華路二段１６１號,121.504250665869,25.030976029025
林診所,臺北市中正區寧波東街２２號,121.520292730876,25.032817144183
朱小兒科診所,臺北市中正區汀州路二段２２０號１樓,121.524002875157,25.0221175049
雙合耳鼻喉科聯合診所,臺北市中正區汀州路一段96號,121.507446746696,25.030240211516
張孟源內科診所,臺北市中正區中華路二段３２５號,121.506440563207,25.027650198679
周正成小兒科診所,臺北市中正區徐州路24號,121.523356453411,25.040624987798
丞泰耳鼻喉科診所,臺北市中正區南昌路一段７８號,121.517272415876,25.030995902511
蕭耳鼻喉科診所,臺北市中正區汀州路二段二六一號,121.523485007779,25.022814638391
彭內科診所,臺北市中正區?門街35號,121.517785741194,25.026118502497
車參聖整形外科診所,臺北市中正區重慶南路一段13號6樓、7樓,121.513371890906,25.046102661069
池振坤耳鼻喉科診所,臺北市中正區南昌路一段88號2樓之1,121.517414506157,25.030805393347
劉家庭醫學科診所,臺北市中正區杭州南路一段一四五號一、二樓,121.524660326305,25.036099229593
柯滄銘婦產科診所,臺北市中正區林森南路10號、10之1號、10號2樓、12號2樓、10號4樓、10號4樓之2,121.522618381911,25.042744817067
蕙瑛婦產科診所,臺北市中正區忠孝西路一段五十號二十四樓之二十四,121.515823021351,25.046304326549
林超群眼科診所,臺北市中正區重慶南路一段143號2樓,121.51322927589,25.041570544339
紹毅內兒科診所,臺北市中正區八德路一段50號、50 號2樓、52號、52號(實際營業地址2樓),121.53106733579,25.043817890149
惠生診所,臺北市中正區臨沂街69之1號,121.528185830557,25.035525419107
古亭龍生診所,臺北市中正區汀州路一段１７４號,121.50879717241,25.028529452253
羅綺皮膚科診所,臺北市中正區濟南路一段7號4樓,121.521921109523,25.042702226968
戰痘診所,臺北市中正區南陽街21之6號,121.516128614958,25.043849005634
同泰診所,臺北市中正區汀州路二段１３６號,121.5208734808,25.024465302912
親子診所,臺北市中正區和平西路二段５０號,121.512443251277,25.028631096265
惠恩診所,臺北市中正區濟南路二段四十八巷三至二號,121.530934836191,25.039725266286
李相台診所,臺北市中正區新生南路一段１４８號２樓之１,121.5324660397,25.035275062155
長虹診所,臺北市中正區公園路十三號一、二、四樓，地下一樓,121.517403421857,25.045489543825
蔡明勳診所,臺北市中正區羅斯福路二段４０號１樓,121.521454,25.02804945
劉秉誠診所,臺北市中正區新生南路一段92號2樓,121.532560034538,25.040327166577
拉菲爾人本診所,臺北市中正區館前路49號11樓,121.515123780504,25.044962424796
怡和診所,臺北市中正區汀州路二段二一二號,121.523719101257,25.022360864515
奕康耳鼻喉科診所,臺北市中正區連雲街72號2樓,121.529971222548,25.034546511599
李世輝耳鼻喉科診所,臺北市中正區南昌路一段79號,121.517781296424,25.030615437583
大佳婦產科診所,臺北市中正區信陽街9號2樓,121.516610368682,25.044698653238
東京風采整形外科診所,臺北市中正區仁愛路二段48號7樓,121.528047086932,25.038024941719
健康101診所,臺北市中正區牯嶺街97號1樓,121.519082973649,25.025914529136
站前大學眼科診所,臺北市中正區館前路8號3樓,121.514895427507,25.045813969616
美學院整形外科診所,臺北市中正區羅斯福路三段312號7樓,121.532630002663,25.016097139582
新生活診所,臺北市中正區新生南路一段140號2樓,121.532485235159,25.036044249619
風華整形外科診所,臺北市中正區忠孝西路一段6號2、3樓,121.518028378529,25.045825747773
新公園診所,臺北市中正區襄陽路3號3樓,121.516138753847,25.043486979995
好健康診所,臺北市中正區公園路30號11樓,121.516856592927,25.044482404643
美兆診所,臺北市中正區忠孝西路1段66號44.45樓,121.515301974538,25.04622582089
美診所,臺北市中正區新生南路1段56號4樓、56巷2號,121.532251625996,25.034532502581
星采皮膚專科診所,臺北市中正區羅斯福路一段32號2樓,121.519056969995,25.031310160611
永愉診所,臺北市中正區忠孝東路1段54號3樓,121.523040081789,25.044671705335
長春藤台北忠孝診所,臺北市中正區忠孝西路1段50號27樓,121.515823021351,25.046304326549
?安診所,臺北市中正區和平西路一段20號5樓,121.520851352149,25.02663385133
悅心診所,臺北市中正區羅斯福路2段7之2號、7之3號,121.521209398852,25.029090868688
美麗新診所,臺北市中正區重慶南路1段43號2樓之1、2樓之2,121.513348547329,25.044959035792
時尚診所,臺北市中正區忠孝西路一段33號10樓,121.518762268432,25.046078474168
米蘭時尚診所,臺北市中正區忠孝東路1段43號、45號、45號2樓之1、45號2樓之2、45號2樓之3、45號2樓之5、47號、47之1號、45號10樓之1、45號10樓之2,121.525874115329,25.044403461637
宏孕診所,臺北市中正區新生南路1段56號14、15樓,121.532503808832,25.04119528268
禾馨婦產科診所,臺北市中正區懷寧街78號、78號2樓,121.513989591517,25.04310022785
慕顏時尚美學診所,臺北市中正區衡陽路7號14樓,121.513760901202,25.042413935558
渾然天成診所,臺北市中正區忠孝西路1段45號2、3樓,121.517934434424,25.046282345883
台北諾貝爾眼科診所,臺北市中正區公園路13號5樓,121.517403421857,25.045489543825
永康身心診所,臺北市中正區金山南路一段127號,121.527715983628,25.035622695812
祈新婦產科診所,臺北市中正區懷寧街78號9、10樓,121.513989591517,25.04310022785
平安身心精神科診所,臺北市中正區羅斯福路三段218號,121.52981222095,25.018847373898
雙連宏福中醫診所,臺北市大同區民生西路78號5樓,121.520370916033,25.057479257658
御聖堂中醫診所,臺北市大同區延平北路二段184號一層,121.511380267189,25.058610929529
松興堂中醫診所,臺北市大同區重慶北路二段35號,121.51433503683,25.05505973242
莊雅惠中醫診所,臺北市大同區迪化街一段141號2樓,121.509782010923,25.057900615003
順天堂中醫診所,臺北市大同區昌吉街79號1樓,121.514291984894,25.06599214827
林志宏中醫診所,臺北市大同區延平北路二段14號,121.511646986491,25.054286814629
濟民中醫診所,臺北市大同區重慶北路二段106號,121.513570041602,25.057420857245
控八控控中醫診所,臺北市大同區承德路三段148之1號,121.518141617061,25.067955422223
天一中醫診所,臺北市大同區重慶北路三段98號(實際營業地址:1樓及地下一層),121.51345680297,25.066716516902
泓斌中醫診所,臺北市大同區大龍街27號,121.516080571469,25.063815757247
明昇中醫診所,臺北市大同區赤峰街13號,121.519250534503,25.053728312156
人生中醫診所,臺北市大同區重慶北路二段74號,121.513685783531,25.056350602473
重慶堂中醫診所,臺北市大同區延平北路2段88-1號,121.511524339156,25.056402634318
正德中醫診所,臺北市大同區民權西路125號(實際營業地址：5樓),121.517374872246,25.063165755241
頌華中醫診所,臺北市大同區華陰街63號,121.518445209489,25.04959486481
迪化中醫診所,臺北市大同區迪化街一段315號（實際營業場所:第一層）,121.509287568833,25.062231492192
楊基中醫診所,臺北市大同區錦西街50之1號(實際營業場所:第一層),121.519996819467,25.060230067045
正和中醫診所,臺北市大同區重慶北路二段51號,121.514261852723,25.055351628961
健生中醫診所,臺北市大同區承德路三段151號,121.518604659381,25.067905947753
翰鳴堂中醫診所,臺北市大同區重慶北路一段83巷6號,121.514466246543,25.052675376758
救鼻堂中醫診所,臺北市大同區庫倫街48之4號2樓,121.5182899633,25.071811592097
安世中醫診所,臺北市大同區重慶北路一段102號(實際營業地址:1樓),121.513967445734,25.052889814281
吳忠澤中醫診所,臺北市大同區南京西路222號,121.516547357129,25.053349647684
光點中醫診所,臺北市大同區重慶北路三段274之1號(實際開業樓層：1樓及夾層),121.513588274147,25.071874156506
